id,incident_date,day_of_week,city,state,description,plan,citation
5172,2014-06-23,monday   ,tacoma,washington,Worker killed when forklift tipped over.,unknown,unknown
5173,2014-06-23,monday   ,marianna,florida,Woker killed in fall through roof.,unknown,unknown
5174,2014-06-23,monday   ,claysburg,pennsylvania,Worker killed when utility task vehicle overturned. ,unknown,unknown
5175,2014-06-23,monday   ,davie,florida,Worker died after being pulled through wood chipper machine.,unknown,unknown
5176,2014-06-23,monday   ,deford,michigan,Worker struck and killed by tire and rim.,unknown,unknown
5177,2014-06-22,sunday   ,george west,texas,Worker killed in vehicle collision.,unknown,unknown
5178,2014-06-21,saturday ,phoenix,arizona,Worker crushed under granite slabs that were pushed over by forklift.,unknown,unknown
5179,2014-06-21,saturday ,maspeth,new york,Worker crushed between parked and moving vehicles.,unknown,unknown
5180,2014-06-21,saturday ,litchfield,minnesota,Worker killed in fall from barn under construction.,unknown,unknown
5181,2014-06-20,friday   ,van,texas,Mechanic died after being run over by tractor.,unknown,unknown
5182,2014-06-20,friday   ,merrick,new york,Worker crushed between sanitation vhehicles.,unknown,unknown
5183,2014-06-20,friday   ,des moines,iowa,Worker repairing a forklift was crushed and killed when the slid out.,unknown,unknown
5184,2014-06-20,friday   ,richland center,wisconsin,Worker killed when masonry block fell from crane.,unknown,unknown
5185,2014-06-20,friday   ,cherry hill,new jersey,Worker crushed by falling roof and cinder blocks.,unknown,unknown
5186,2014-06-19,thursday ,oakland,california,Worker struck and killed by falling compressor.,unknown,unknown
5187,2014-06-19,thursday ,el paso,texas,Worker died after falling from aerial lift. ,unknown,unknown
5188,2014-06-19,thursday ,junction city,oregon,Worker struck and killed by falling tree.,unknown,unknown
5189,2014-06-19,thursday ,la ruston,louisiana,Twoworkers killed in oil and gas well explosion.,unknown,unknown
5190,2014-06-19,thursday ,farmington,new mexico,Worker killed when bailing equipment rolled over.,unknown,unknown
5191,2014-06-19,thursday ,island,kentucky,Worker killed after becoming caught in auger.,unknown,unknown
5192,2014-06-19,thursday ,byers,colorado,Two painters died in fall from aerial lift.,unknown,unknown
5193,2014-06-18,wednesday,tenino,washington,One worker killed and two hospitalized after fireworks explosion.,unknown,unknown
5194,2014-06-18,wednesday,flagstaff,arizona,Worker killed in fall from scaffold.,unknown,unknown
5195,2014-06-18,wednesday,new hampton,new york,Worker died after being pinned under truck.,unknown,unknown
5196,2014-06-18,wednesday,medon,tennessee,Worker killed in fall from bucket lift.,unknown,unknown
5197,2014-06-18,wednesday,san antonio,texas,Worker struck and killed by motor vehicle.,unknown,unknown
5198,2014-06-17,tuesday  ,shelby,nebraska,Worker struck and killed by front end loader.,unknown,unknown
5199,2014-06-17,tuesday  ,frankfort,illinois,Worker killed when mower overturned.  ,unknown,unknown
5200,2014-06-17,tuesday  ,sapphire,north carolina,Worker killed in fall from ladder.,unknown,unknown
5201,2014-06-17,tuesday  ,san angelo,texas,Worker died after falling from tower. ,unknown,unknown
5202,2014-06-17,tuesday  ,maspeth,new york,Worker struck and killed by forklift counterbalance.,unknown,unknown
5203,2014-06-17,tuesday  ,delta,missouri,Summer intern crushed by crane.,unknown,unknown
5204,2014-06-17,tuesday  ,orlando,florida,Worker killed in fall from roof.,unknown,unknown
5205,2014-06-17,tuesday  ,columbus,ohio,Worker repairing truck killed when transmission fell on him.,unknown,unknown
5206,2014-06-16,monday   ,battle mountain,nevada,Worker killed in fall from scaffold.  ,unknown,unknown
5207,2014-06-16,monday   ,wilton,north dakota,Worker died after being engulfed by corn in grain bin.,unknown,unknown
5208,2014-06-16,monday   ,detroit,michigan,Worker electrocuted by transformer.,unknown,unknown
5209,2014-06-16,monday   ,parkville,missouri,Worker electrocuted when his climbing harness contacted power line.,unknown,unknown
5210,2014-06-14,saturday ,canutillo,texas,Worker asphyxiated after entering an asphalt tank to clean it.,unknown,unknown
5211,2014-06-13,friday   ,milton,florida,Worker died after being struck by lightning.,unknown,unknown
5212,2014-06-13,friday   ,suwanee,georgia,Worker performing welding work killed in fall through unguarded sky light. ,unknown,unknown
5213,2014-06-13,friday   ,logan,west virginia,Worker struck and killed by spring pole while cutting trees.,unknown,unknown
5214,2014-06-13,friday   ,point mugu,california,Worker repairing a power line electrocuted after contacting an energized conductor.,unknown,unknown
5215,2014-06-13,friday   ,whitehall,michigan,Worker struck and killed by falling tree.,unknown,unknown
5216,2014-06-13,friday   ,indianapolis,indiana,Worker struck and killed while traveling through tunnel on train.,unknown,unknown
5217,2014-06-12,thursday ,hallandale beach,florida,Worker crushed by crane that fell while traveling over uneven terrain.,unknown,unknown
5218,2014-06-12,thursday ,huger,south carolina,Worker fatally crushed between a mold stand and frame.,unknown,unknown
5219,2014-06-11,wednesday,fairfield,iowa,Worker killed in fall down stairs.,unknown,unknown
5220,2014-06-11,wednesday,jeffersonville,kentucky,Worker killed in motor vehicle collison.,unknown,unknown
5221,2014-06-11,wednesday,hereford,arizona,Worker killed in fall from roof.,unknown,unknown
5222,2014-06-11,wednesday,madera,california,Worker struck and killed by motor vehicle.,unknown,unknown
5223,2014-06-11,wednesday,las vegas,nevada,Roof worker killed in fall through unprotected skylight. ,unknown,unknown
5224,2014-06-10,tuesday  ,alamosa,colorado,Worker crushed under a carnival ride trailer when it detached from semi-truck. ,unknown,unknown
5225,2014-06-10,tuesday  ,freeport,maine,Worker struck and killed by hydraulic lift of a skid-steer.,unknown,unknown
5226,2014-06-10,tuesday  ,coal city,illinois,Worker struck and killed by the flywheel cover of a wood chipper.,unknown,unknown
5227,2014-06-10,tuesday  ,greeley,colorado,Worker killed after becoming caught in conveyor belt.,unknown,unknown
5228,2014-06-10,tuesday  ,las vegas,nevada,Worker killed in fall through window after being struck by cart.,unknown,unknown
5229,2014-06-10,tuesday  ,mint hill,north carolina,Worker died after being pinned against trench wall by excavator.  ,unknown,unknown
5230,2014-06-10,tuesday  ,houston,texas,Worker restocking an automotive part was killed in fall from a mobile work platform.,unknown,unknown
5231,2014-06-10,tuesday  ,weston,florida,Worker performing diving operations drowned in excavation ditch.,unknown,unknown
5232,2014-06-10,tuesday  ,san juan,puerto rico,Worker placing metal sheet on roof was electrocuted after contacting power lines.,unknown,unknown
5233,2014-06-10,tuesday  ,carbondale,illinois,Worker killed in motor vehicle collision.,unknown,unknown
5234,2014-06-10,tuesday  ,indianola,mississippi,Worker killed in fall from scissor lift.,unknown,unknown
5235,2014-06-10,tuesday  ,belvidere,illinois,Worker killed after being caught and crushed in automobile  assembly machine.,unknown,unknown
5236,2014-06-09,monday   ,moab,utah,Worker crushed by garbage truck tailgate.,unknown,unknown
5237,2014-06-09,monday   ,columbia,south carolina,Worker killed in fall from ladder.,unknown,unknown
5238,2014-06-09,monday   ,muscatine,iowa,Worker putting air in tire struck and killed when tire ring blew off.,unknown,unknown
5239,2014-06-09,monday   ,andrews,texas,Worker electrocuted when mast of a water service truck contacted a power line.,unknown,unknown
5240,2014-06-09,monday   ,meriden,connecticut,Worker struck and killed by falling tree limb.,unknown,unknown
5241,2014-06-08,sunday   ,cypress,texas,Worker killed in fall from the back of refuse truck.,unknown,unknown
5242,2014-06-07,saturday ,chicago,illinois,Worker killed in fall through roof hatch.,unknown,unknown
5243,2014-06-07,saturday ,summit point,west virginia,Worker killed in vehicle collsion.,unknown,unknown
5244,2014-06-07,saturday ,miami beach,florida,Worker electrocuted when aerial lift basket contacted overhead power line.,unknown,unknown
5245,2014-06-06,friday   ,mantorville,minnesota,Worker died after being pinned to ground by wing of pickup hay merger.,unknown,unknown
5246,2014-06-06,friday   ,portland,maine,Worker was run over by vehicle while conducting repairs. ,unknown,unknown
5247,2014-06-06,friday   ,de beque,colorado,Worker killed in ATV collision.,unknown,unknown
5248,2014-06-06,friday   ,indianapolis,indiana,Worker struck and killed by hydraulic lift.,unknown,unknown
5249,2014-06-05,thursday ,hiram,georgia,Worker's crushed between arm and hydraulic lift of a bobcat  ,unknown,unknown
5250,2014-06-05,thursday ,newark,new jersey,Worker killed when excavator overturned.,unknown,unknown
5251,2014-06-05,thursday ,sunnyside,new york,Worker killed in fall down elevator shaft.,unknown,unknown
5252,2014-06-04,wednesday,vidalia,louisiana,Worker electrocuted after stepping on electrical cable. ,unknown,unknown
9055,2021-12-31,friday   ,tracy,california, died in fall from roof.,state,no
5253,2014-06-04,wednesday,mobile,alabama,Worker electrocuted while installing electrical box.,unknown,unknown
5254,2014-06-04,wednesday,hammonton,new jersey,Worker struck and killed by mixer lid.,unknown,unknown
5255,2014-06-03,tuesday  ,great falls,montana,Worker killed after falling into floor level auger.,unknown,unknown
5256,2014-06-03,tuesday  ,loch sheldrake,new york,Worker killed when riding mower flipped over.,unknown,unknown
5257,2014-06-03,tuesday  ,middletown,ohio,Worker struck and killed by moving propeller.,unknown,unknown
5258,2014-06-02,monday   ,hanford,california,Steel worker died from heat stress.,unknown,unknown
5259,2014-06-02,monday   ,salem,south carolina,Worker killed in fall from ladder.,unknown,unknown
5260,2014-06-02,monday   ,canton,texas,Worker electrocuted by recirculation pump. ,unknown,unknown
5261,2014-06-02,monday   ,tampa,florida,Worker electrocuted while working on equipment.,unknown,unknown
5262,2014-06-02,monday   ,saginaw,michigan,Worker crushed by steel.,unknown,unknown
5263,2014-06-02,monday   ,miami beach,florida,Woker killed in fall from ladder.,unknown,unknown
5264,2014-06-01,sunday   ,manhattan beach,california,Worker killed in fall from ladder.,unknown,unknown
5265,2014-06-01,sunday   ,cleveland,ohio,Worker killed in fall while trying to set glass. ,unknown,unknown
5266,2014-05-31,saturday ,elk grove,california,Worker died in fall while pruning a tree.,unknown,unknown
5267,2014-05-30,friday   ,gainesville,florida,Tree care worker killed in fall from boom bucket.,unknown,unknown
5268,2014-05-30,friday   ,fife,washington,Worker killed when forklift overturned. ,unknown,unknown
5269,2014-05-30,friday   ,buringame,california,Two workers struck and killed by man basket that fell from a crane.,unknown,unknown
5270,2014-05-30,friday   ,brownfield,texas,Worker died from exposure to hydrocarbons.,unknown,unknown
5271,2014-05-30,friday   ,dallas,texas,Owner crushed when the truck he was working on slipped off its support.,unknown,unknown
5272,2014-05-30,friday   ,jacksonville,florida,Worker installing insulation material killed in fall from roof.,unknown,unknown
5273,2014-05-30,friday   ,windsor,connecticut,Worker installing a sewer line was crushed by bucket as it was lowered inside trench. ,unknown,unknown
5274,2014-05-30,friday   ,wichita,kansas,Worker crushed between freight elevator and floor. ,unknown,unknown
5275,2014-05-30,friday   ,maplewood,new jersey,Worker struck and killed when excavated wall collapsed.,unknown,unknown
5276,2014-05-30,friday   ,pontotoc,mississippi,Worker at landfill struck and killed by vehicle.,unknown,unknown
5277,2014-05-29,thursday ,black creek,wisconsin,Worker died after being pinned under a tractor.,unknown,unknown
5278,2014-05-29,thursday ,freehold,new jersey,Worker crushed by falling door of a vacuum storage tank. ,unknown,unknown
5279,2014-05-29,thursday ,pompano beach,florida,Roof worker struck and killed by lightning.,unknown,unknown
5280,2014-05-29,thursday ,binghamton,new york,Worker struck and killed by motor vehicle. ,unknown,unknown
5281,2014-05-29,thursday ,edgefield,south carolina,Worker struck and killed by forklift.,unknown,unknown
5282,2014-05-28,wednesday,ashford,washington,Two alpineguides killed in avalanche.,unknown,unknown
5283,2014-05-28,wednesday,garnavillo,iowa,Worker killed after being pinned between a tractor mower and garage door.,unknown,unknown
5284,2014-05-28,wednesday,philadelphia,pennsylvania,Worker performing interior demolition electrocuted after contacting energized conductors.,unknown,unknown
5285,2014-05-28,wednesday,mattawa,washington,Two workers killed in dump truck collision. ,unknown,unknown
5286,2014-05-28,wednesday,stockton,california,Worker killed in motor vehicle collision.,unknown,unknown
5287,2014-05-27,tuesday  ,chicago,illinois,Worker crushed when equipment arm rotated during repairs. ,unknown,unknown
5288,2014-05-27,tuesday  ,salisbury,north carolina,Worker killed after being pulled into commercial roller press.,unknown,unknown
5289,2014-05-27,tuesday  ,lakewood,new jersey,Worker crushed when bulldozer overturned.,unknown,unknown
5290,2014-05-27,tuesday  ,gainesville,texas,Two workers killed in a motor vehicle collision.  ,unknown,unknown
5291,2014-05-24,saturday ,harlingen,texas,Worker killed in  fall from a makeshift wooden platform.,unknown,unknown
5292,2014-05-24,saturday ,chase,kansas,Worker killed in motor vehicle collision.,unknown,unknown
5293,2014-05-23,friday   ,tacoma,washington,Worker struck and killed by motor vehicle while loading a work truck. ,unknown,unknown
5294,2014-05-23,friday   ,chicago,illinois,Worker struck and killed by a load of concrete that fell from the crane he was operating.,unknown,unknown
5295,2014-05-23,friday   ,muscatine,iowa,New worker killed after becoming trapped between steel bar and carriage of pallet machine.,unknown,unknown
5296,2014-05-22,thursday ,washington,district of columbia,Worker killed when the walls of a foundation excavation collapsed. ,unknown,unknown
5297,2014-05-22,thursday ,milwaukee,wisconsin,Worker killed after being caught between a material hopper and guardrail.,unknown,unknown
5298,2014-05-22,thursday ,stillwater,oklahoma,Worke operating a box blade tractor killed in a collision with a semi tractor-trailer.,unknown,unknown
5299,2014-05-22,thursday ,louisville,kentucky,Worker killed in fall while transferring packages on to belt loader.,unknown,unknown
5300,2014-05-21,wednesday,boistfort,washington,Worker struck and killed by skyline carriage as it was being lowered.,unknown,unknown
5301,2014-05-20,tuesday  ,memphis,tennessee,Worker killed in fall from a cherry picker.,unknown,unknown
5302,2014-05-20,tuesday  ,fort lauderdale,florida,Worker killed in fall from catwalk at construction site.,unknown,unknown
5303,2014-05-20,tuesday  ,versailles,ohio,Worker died from fall into a dough extruder machine.,unknown,unknown
5304,2014-05-20,tuesday  ,san mateo,california,Worker killed after falling from top of a wall.,unknown,unknown
5305,2014-05-20,tuesday  ,dexter,iowa,Worker killed in fall from man basket.,unknown,unknown
5306,2014-05-20,tuesday  ,kaukauna,wisconsin,Worker struck and killed by falling tree limb.,unknown,unknown
5307,2014-05-20,tuesday  ,decatur,texas,Worker was struck and killed by a forklift.,unknown,unknown
5308,2014-05-19,monday   ,arlington,virginia,Worker crushed and killed when the excavator he was operating fell over. ,unknown,unknown
5309,2014-05-19,monday   ,saukville,wisconsin,Four workers hospitalized for burns after being sprayed with molten metal.,unknown,unknown
5310,2014-05-19,monday   ,chicago heights,illinois,Crane operator was struck and killed by payload while tranfering it from one cart to another.,unknown,unknown
5311,2014-05-19,monday   ,sonyea,new york,Four workers hospitalized after being exposed to smoke from overheated AC unit fan motor.,unknown,unknown
5312,2014-05-18,sunday   ,riverside,california,Worker killed when the train bridge he was working on collapsed.,unknown,unknown
5313,2014-05-17,saturday ,boonville,california,Worker struck and killed by a tree limb.,unknown,unknown
5314,2014-05-17,saturday ,austin,texas,Worker killed in fall from rooftop.,unknown,unknown
5315,2014-05-17,saturday ,sparta,wisconsin,Worker struck and killed by a falling tree.,unknown,unknown
5316,2014-05-17,saturday ,carrollton,kentucky,Worker killed when falling door knocked him into a cement plant mixer.,unknown,unknown
5317,2014-05-17,saturday ,gregory,south dakota,Postal carrier was killed in a motor vehicle collision.,unknown,unknown
5318,2014-05-16,friday   ,clewiston,florida,Worker crushed and killed when vibratory roller overturned.,unknown,unknown
5319,2014-05-16,friday   ,gastonia,north carolina, Worker killed in fall through mezzanine opening.,unknown,unknown
5320,2014-05-15,thursday ,knoxville,tennessee,Workes were conducting blast furnace operations when an explosion ocurred. Six workers were hospitalized for third degree internal and external burns.,unknown,unknown
5321,2014-05-15,thursday ,bill,wyoming,Worker struck and killed by trailer hitch.,unknown,unknown
5322,2014-05-15,thursday ,oakdale,new york,Worker killed in fall from ladder.,unknown,unknown
5323,2014-05-14,wednesday,winchester,kentucky,Worker was killed in fall from oil tanker truck.,unknown,unknown
5324,2014-05-14,wednesday,caddo,texas,Worker struck and killed by truck.,unknown,unknown
5325,2014-05-14,wednesday,houston,texas,Worker died after being pinned between 18-wheeler trailer and loading dock.,unknown,unknown
5326,2014-05-13,tuesday  ,mountain brook,alabama,Worker crushed and killed by falling safe.,unknown,unknown
5327,2014-05-13,tuesday  ,merritt island,florida,Worker was struck and killed by a tree limb. ,unknown,unknown
5328,2014-05-12,monday   ,bradyville,tennessee,Worker struck and killed by a felled tree.,unknown,unknown
5329,2014-05-12,monday   ,mcdonough,georgia,Warehouse worker killed in fall from scaffolding.,unknown,unknown
5330,2014-05-12,monday   ,minot,north dakota,Worker installing plywood sheathing killed in fall from a multi-story roof.  ,unknown,unknown
5331,2014-05-12,monday   ,new philadelphia,ohio,Worker performing welding operations was killed in an oil tank explosion.,unknown,unknown
5332,2014-05-11,sunday   ,el paso,texas,Two workers assembling a crane struck and killed by a motor vehicle.,unknown,unknown
5333,2014-05-11,sunday   ,toughkenamon,pennsylvania,Worker killed in fall through a roof skylight.,unknown,unknown
5334,2014-05-11,sunday   ,seattle,washington,Worker exposed to aluminum dust died from respiratory disease.,unknown,unknown
5335,2014-05-10,saturday ,zeeland,michigan,Worker cleaning conveyor was killed when glove became caught in the equipment.,unknown,unknown
5336,2014-05-09,friday   ,indianapolis,indiana,Two workers  struck and killed by motor vehicle while picking up highway warning cones.,unknown,unknown
5337,2014-05-08,thursday ,cotulla,texas,Worker struck and killed by motor vehicle.,unknown,unknown
5338,2014-05-08,thursday ,lynchburg,virginia,Worker struck and killed by metal shard.,unknown,unknown
5339,2014-05-08,thursday ,mobile,alabama,Worker struck and killed by fire extinguisher that discharged during inspection.,unknown,unknown
5340,2014-05-07,wednesday,cape girardeau,missouri,Worker killed in fall down stairs. ,unknown,unknown
5341,2014-05-07,wednesday,orlando,florida,Worker killed in fall from man basket while erecting a sign. ,unknown,unknown
5342,2014-05-06,tuesday  ,ardmore,oklahoma,Worker performing reroofing was killed in fall through roof.  ,unknown,unknown
5343,2014-05-06,tuesday  ,shawnee,kansas,Worker killed in fall from moving golf cart.,unknown,unknown
5344,2014-05-06,tuesday  ,cumberland city,tennessee,Worker died when truck fell off an embankment.,unknown,unknown
5345,2014-05-06,tuesday  ,hopkinsville,kentucky,Worker was struck and killed by a bag of graphite that fell from a forklift. ,unknown,unknown
5346,2014-05-06,tuesday  ,corona,california,One worker killed and another hospitalized when petroleum tank exploded during repairs.  ,unknown,unknown
5347,2014-05-05,monday   ,monahans,texas,Worker killed in a motor vehicle collision. ,unknown,unknown
5348,2014-05-05,monday   ,plymouth,north carolina,Worker struck and killed by a pressurized hydraulic line that burst.,unknown,unknown
5349,2014-05-05,monday   ,ursina,pennsylvania,Worker crushed and killed by manhole frame.,unknown,unknown
5350,2014-05-05,monday   ,sparrows point,maryland,Nine workers performing asbestos abatement were hospitalized after roof collapse.,unknown,unknown
5351,2014-05-05,monday   ,pensacola,florida,Worker was struck and killed by vehicle.  ,unknown,unknown
5352,2014-05-04,sunday   ,spanaway,washington,Worker died from injuries after falling from a trailer truck cab.,unknown,unknown
5353,2014-05-04,sunday   ,counce,tennessee,Worker crushed between trailers.,unknown,unknown
5354,2014-05-04,sunday   ,providence,rhode island,Eight circus aerial performers hospitalized from fall when a carabiner failed.,unknown,unknown
5355,2014-05-04,sunday   ,port angeles,washington,Worker drowned while diving for clams.,unknown,unknown
5356,2014-05-04,sunday   ,clare,michigan,Worker killed after his shirt became caught in a lathe.,unknown,unknown
5357,2014-05-03,saturday ,buhl,idaho,Worker killed when vehicle tipped over on top of him.,unknown,unknown
5358,2014-05-03,saturday ,ocala,florida,Roadway worker struck and killed by vehicle.,unknown,unknown
5359,2014-05-02,friday   ,keller,texas,Worker struck and killed by a truck backing up.,unknown,unknown
5360,2014-05-02,friday   ,hoover,alabama,Worker struck and killed by vehicle in road construction zone.,unknown,unknown
5361,2014-05-02,friday   ,charlotte,north carolina,Worker electrocuted when aerial lift contacted an overhead power line.,unknown,unknown
5362,2014-05-02,friday   ,orlando,florida,Worker struck and killed by dump truck.,unknown,unknown
5363,2014-05-02,friday   ,kermit,texas,Worker killed in a vehicular collision.,unknown,unknown
5364,2014-05-02,friday   ,robesonia,pennsylvania,Worker struck and killed by falling object while engaged in welding operations. ,unknown,unknown
5365,2014-05-01,thursday ,loco hills,new mexico,Worker servicing a well rig struck and killed by flooring when the cable supporting it broke. ,unknown,unknown
5366,2014-05-01,thursday ,sierra vista,arizona,Worker crushed between tow truck and trailer.,unknown,unknown
5367,2014-05-01,thursday ,makawao,hawaii,Worker died in fall from a zipline.,unknown,unknown
5368,2014-04-30,wednesday,orla,texas,Two workers killed when a sand separator exploded.,unknown,unknown
5369,2014-04-30,wednesday,caldwell,idaho,Worker struck and killed by a piece of steel.,unknown,unknown
5370,2014-04-30,wednesday,cincinnati,ohio,Worker operatiing in loading dock area killed after being pinned  between wall and dock plate.,unknown,unknown
5371,2014-04-29,tuesday  ,deputy,indiana,Worker struck and killed by log.,unknown,unknown
5372,2014-04-29,tuesday  ,cabo rojo,puerto rico,Worker inside a boom truck bucket was killed when the truck overturned.,unknown,unknown
5373,2014-04-29,tuesday  ,gloucester city,new jersey,Worker crushed under a ship's equipment elevator.,unknown,unknown
5374,2014-04-29,tuesday  ,west palm beach,florida,Worker rearranging shelves died after fall from ladder.,unknown,unknown
5375,2014-04-29,tuesday  ,grass valley,california,Worker killed in fall from scaffold.,unknown,unknown
5376,2014-04-29,tuesday  ,westley,california,Worker killed when vehicle rolled down embankment.,unknown,unknown
5377,2014-04-29,tuesday  ,houston,texas,Worker died in fall from pipe rack.,unknown,unknown
5378,2014-04-28,monday   ,dubuque,iowa,Worker killed when dump truck rolled over.,unknown,unknown
5379,2014-04-28,monday   ,hialeah gardens,florida,Worker crushed and kille by wood stock pile.,unknown,unknown
5380,2014-04-28,monday   ,surf city,north carolina,Worker killed when trackhoe flipped over.,unknown,unknown
5381,2014-04-28,monday   ,coronado,california,Diver drowned while conducting sea lion training. ,unknown,unknown
5382,2014-04-28,monday   ,tulsa,oklahoma,Two workers struck and killed by vehicle in a construction work zone.,unknown,unknown
5383,2014-04-27,sunday   ,houston,texas,Worker operating noodle making machine died after being trapped in tub.,unknown,unknown
5385,2014-04-26,saturday ,corrigan,texas,Four workers hospitalized from exposure to explosion and fire.,unknown,unknown
5386,2014-04-25,friday   ,pecos,texas,Worker struck and killed by falling catwalk.,unknown,unknown
5387,2014-04-25,friday   ,sparks,nevada,Worker killed when bulk container exploded during pressuring.,unknown,unknown
5388,2014-04-25,friday   ,parker,south dakota,Worker died after being pinned in skid steer loader.,unknown,unknown
5389,2014-04-25,friday   ,mayaguez,puerto rico,Worker killed in fall from aerial lift after the basket was hit by a branch.,unknown,unknown
5390,2014-04-25,friday   ,yuba city,california,Worker killed in a truck collision.,unknown,unknown
5391,2014-04-24,thursday ,campbellsville,kentucky,Worker killed in fall from ladder.,unknown,unknown
5392,2014-04-24,thursday ,proctorville,ohio,Worker engulfed inside excavation.,unknown,unknown
5393,2014-04-24,thursday ,tolono,illinois,Worker struck and killed by train.,unknown,unknown
5394,2014-04-24,thursday ,dubuque,iowa,Worker cleaning a conveyor belt was killed when his shirt sleeve got caught in the belt roller.,unknown,unknown
5395,2014-04-24,thursday ,morrilton,arkansas,Three workers hospitalized after rig was struck by lighting. ,unknown,unknown
5396,2014-04-24,thursday ,chicago,illinois,Worker struck and killed by vehicle.,unknown,unknown
5397,2014-04-23,wednesday,queensbury,new york,Worker killed in fall from tree.,unknown,unknown
5398,2014-04-23,wednesday,lexington,south carolina,Worker installing duct work killed in fall from ladder.,unknown,unknown
5399,2014-04-22,tuesday  ,edgewood,maryland,Worker crushed by riding lawn mower.,unknown,unknown
5400,2014-04-22,tuesday  ,point comfort,texas,Worker killed in fall from catwalk.,unknown,unknown
5401,2014-04-22,tuesday  ,weimar,texas,Three workers hospitalized when oil well separator exploded.,unknown,unknown
5402,2014-04-22,tuesday  ,lake powell,utah,Worker performing welding was killed in explosion.,unknown,unknown
5403,2014-04-22,tuesday  ,rockwood,tennessee,Worker killed after falling from scaffold.,unknown,unknown
5404,2014-04-21,monday   ,lakewood ranch,florida,Worker killed in fall from roof.,unknown,unknown
5405,2014-04-21,monday   ,south padre island,texas,Worker killed in fall through skywalk.,unknown,unknown
5406,2014-04-21,monday   ,fishers,indiana,Worker died in fall from ladder.,unknown,unknown
5407,2014-04-21,monday   ,clovis,new mexico,Worker crushed by wheel loader carrying bales of hay.,unknown,unknown
5408,2014-04-21,monday   ,honolulu,hawaii,Worker strukc and killed by wall panels.,unknown,unknown
5409,2014-04-21,monday   ,camden,ohio,Worker crushed between tractor and concrete.,unknown,unknown
5410,2014-04-20,sunday   ,hyden,kentucky,Worker died from E-Coli contamination after being sprayed by raw sewage from sewer line.,unknown,unknown
5411,2014-04-20,sunday   ,rankin,texas,Worker caught and crushed in drilling machine.,unknown,unknown
5412,2014-04-18,friday   ,dumas,texas,Worker killed after being thrown from and struck by vehicle.,unknown,unknown
5413,2014-04-17,thursday ,norristown,pennsylvania,Worker killed in roof fall.,unknown,unknown
5414,2014-04-17,thursday ,alma,kansas,Worker struck and killed by track hoe.,unknown,unknown
5415,2014-04-17,thursday ,corona,california,Worker fatally crushed by a loader machine.,unknown,unknown
5416,2014-04-17,thursday ,bedford,texas,Employee killed in fall from roof.,unknown,unknown
5417,2014-04-17,thursday ,puyallup,washington,Worker killed by speeding vehicle.,unknown,unknown
5418,2014-04-17,thursday ,saint augustine,florida,Temporary worker killed in fall from sanitation truck.      ,unknown,unknown
5419,2014-04-17,thursday ,mesquite,texas,Worker installing ceiling tiles died in fall from scaffold.,unknown,unknown
5420,2014-04-16,wednesday,greeley,colorado,Employee killed in vehicle crash.,unknown,unknown
5421,2014-04-16,wednesday,ruth,michigan,Worker killed in fall from a grain elevator catwalk.,unknown,unknown
5422,2014-04-16,wednesday,orlando,florida,Worker died after falling from roof.   ,unknown,unknown
5423,2014-04-16,wednesday,matthews,north carolina,Worker struck and killed by tree.,unknown,unknown
5424,2014-04-16,wednesday,mcewen,tennessee,Worker killed and three others injured in explosion that occurred during cartridge loading operations.,unknown,unknown
5425,2014-04-15,tuesday  ,pennington,alabama,Worker died after falling from catwalk.,unknown,unknown
5426,2014-04-14,monday   ,rensselaer,new york,Worker killed in fall from roof.,unknown,unknown
5427,2014-04-14,monday   ,new york,new york,Worker killed after falling from roof.,unknown,unknown
5428,2014-04-14,monday   ,perry,oklahoma,Employee struck and killed by tractor.,unknown,unknown
5429,2014-04-13,sunday   ,houston,texas,Worker died in a boat collision.,unknown,unknown
5430,2014-04-13,sunday   ,greenville,texas,Worker died from burns from electrical panel fire.,unknown,unknown
5431,2014-04-13,sunday   ,mertzon,texas,Worker crushed by forks of telescoping boom forklift while performing rig maintenance.,unknown,unknown
5432,2014-04-12,saturday ,bourne,massachusetts,Twoworkers killed when aerial lift overturned.,unknown,unknown
5433,2014-04-12,saturday ,dalton,georgia,Worker killed after falling through collapsed roof.,unknown,unknown
5434,2014-04-11,friday   ,pago pago,american samoa,Worker was struck and killed by truck.,unknown,unknown
5435,2014-04-10,thursday ,nantucket,massachusetts, Worker died in fall from scaffold.,unknown,unknown
5436,2014-04-10,thursday ,east moline,illinois,Worker performing sandblasting was fatally crushed under counterweight.,unknown,unknown
5437,2014-04-10,thursday ,san diego,california,Worker killed after being ejected from heavy equipment.,unknown,unknown
5438,2014-04-10,thursday ,lubbock,texas,Worker electrocuted while transferring wires.,unknown,unknown
5439,2014-04-09,wednesday,forest grove,oregon,Worker struck and killed by motor vehicle.,unknown,unknown
5440,2014-04-09,wednesday,florence,montana,Worker died after falling from residential roof.,unknown,unknown
5441,2014-04-09,wednesday,lees summit,missouri,Worker died after vehicle was struck by another.,unknown,unknown
5442,2014-04-09,wednesday,laredo,texas,Worker struck and killed by front-end loader.,unknown,unknown
5443,2014-04-08,tuesday  ,sumter,south carolina,Worker electrocuted while testing switchboard.,unknown,unknown
5444,2014-04-08,tuesday  ,johnstown,colorado,Worker struck and killed by powered saw.,unknown,unknown
5445,2014-04-08,tuesday  ,blytheville,arkansas,Two workers drowned when barge capsized.,unknown,unknown
